identifier,الفني_الفريق_الجهاز_النادي_الكرة_اللاعبين_الأهلي,مصر_المصرية_الخارجية_المصري_العربية_الأمريكية_الدول,الانتخابات_حزب_الإخوان_اللجنة_المرشحين_الانتخابية_الحزب,سيناء_الغاز_الشركة_ألف_شركة_القاهرة_المياه,المجلس_الشعب_مجلس_اللجنة_القانون_الدستور_البرلمان,الله_لي_كنت_يا_أنا_ولكن_مبارك,المحكمة_المستشار_العام_النيابة_العامة_القضية_التحقيقات,الأزهر_الإسلامية_الله_الكنيسة_المسلمين_البابا_مصر,المباراة_الفريق_الزمالك_الفوز_أحمد_الشوط_مباراة,مصر_الثورة_ولكن_ليس_لأن_مثل_يجب,جنيه_العمل_العام_المالية_مصر_دولار_الحكومة,الشرطة_المسلحة_الثورة_القوات_المتظاهرين_الأمن_يناير,مدرسة_الصحة_التعليم_ش_حالة_جامعة_الجامعة,عبد_أحمد_محمود_حسن_الدين_فئات_إبراهيم,مدير_اللواء_الأمن_النيابة_الشرطة_أمن_وتم
AH20101210$11,0.000166251039068994,0.424106400665004,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.0417290108063175,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.191354945968412,0.216292601828761,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.124854530340815
AH20101227$12,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.0526537046768261,0.000105097214923805,0.273357856016816,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.509826589595376,0.0421439831844456,0.000105097214923805,0.0211245401996847,0.0999474513925381,0.000105097214923805
AH20101211$13,0.0366220056841251,0.0488022736500203,8.12017864393017e-05,0.0975233455136013,8.12017864393017e-05,0.377669508729192,8.12017864393017e-05,8.12017864393017e-05,8.12017864393017e-05,0.28834754364596,8.12017864393017e-05,8.12017864393017e-05,8.12017864393017e-05,0.150304506699147,8.12017864393017e-05
AH20101218$14,4.23459665466864e-05,4.23459665466864e-05,4.23459665466864e-05,4.23459665466864e-05,4.23459665466864e-05,0.277408426847343,0.0148634342578869,0.00427694262121533,0.061443997459242,0.419267414778742,0.061443997459242,0.0296845225492272,0.0360364175312302,0.0847342790599196,0.0106288376032183
AH20101231$15,1.74322321973329e-05,1.74322321973329e-05,0.0174496644295302,0.02529416891833,0.0235509456985967,0.400087161160987,1.74322321973329e-05,1.74322321973329e-05,0.00699032511113048,0.345175629739388,0.0348818966268631,0.00699032511113048,1.74322321973329e-05,0.13947528981086,1.74322321973329e-05
AH20101204$16,0.000169061707523246,0.744040574809806,0.000169061707523246,0.000169061707523246,0.101606086221471,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.050887573964497,0.101606086221471,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246
AH20101203$17,0.000431965442764579,0.000431965442764579,0.0220302375809935,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.281209503239741,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.49719222462203,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.194816414686825
AH20101214$18,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.0372007366482505,0.129281767955801,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.773848987108656,0.000368324125230203,0.000368324125230203,0.0556169429097606,0.000368324125230203
AH20101216$19,0.000431965442764579,0.130021598272138,0.000431965442764579,0.0220302375809935,0.000431965442764579,0.0220302375809935,0.238012958963283,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.583585313174946,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579
AH20101230$20,5.91191250369495e-05,5.91191250369495e-05,5.91191250369495e-05,5.91191250369495e-05,0.109429500443393,5.91191250369495e-05,0.0414425066509016,5.91191250369495e-05,5.91191250369495e-05,5.91191250369495e-05,0.830682825894177,5.91191250369495e-05,0.0177948566361218,5.91191250369495e-05,5.91191250369495e-05
AH20101203$21,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.79514348785872,0.000441501103752759,0.000441501103752759,0.0666666666666667,0.132891832229581
AH20101203$22,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.296405919661734,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.275264270613108,0.000422832980972516,0.423255813953488,0.000422832980972516,0.000422832980972516
AH20101205$23,0.000368324125230203,0.295027624309392,0.000368324125230203,0.184530386740331,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.516022099447514,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203
AH20101206$24,0.00032626427406199,0.669168026101142,0.00032626427406199,0.00032626427406199,0.0166394779771615,0.00032626427406199,0.0492659053833605,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.261337683523654,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199
AH20101208$25,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.761200428724544,0.000214362272240086,0.236012861736334,0.000214362272240086,0.000214362272240086
AH20101209$26,0.000231749710312862,0.000231749710312862,0.243568945538818,0.000231749710312862,0.382618771726535,0.000231749710312862,0.0697566628041715,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.150869061413673,0.000231749710312862,0.150869061413673,0.000231749710312862
AH20101210$27,0.0547155105222136,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.202805923616524,0.304130943102104,0.000155884645362432,0.000155884645362432,0.436632891660171,0.000155884645362432
AH20101210$28,0.199007444168734,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.79454094292804,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754
AH20101211$29,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.0371191135734072,0.000184672206832872,0.000184672206832872,0.138688827331487,0.000184672206832872,0.01865189289012,0.000184672206832872,0.443397968605725,0.000184672206832872,0.304893813481071,0.0555863342566944,0.000184672206832872
AH20101212$30,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.15952875952876,0.000138600138600139,0.547609147609148,0.000138600138600139,0.000138600138600139,0.0347886347886348,0.214968814968815,0.000138600138600139,0.0417186417186417,0.000138600138600139,0.000138600138600139
AH20101212$31,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.0777408637873754,0.376744186046512,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.288150609080842,0.000221483942414175,0.254928017718715,0.000221483942414175,0.000221483942414175
AH20101213$32,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.314051841746248,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.682401091405184,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656
AH20101213$33,0.000141542816702052,0.000141542816702052,0.148761500353857,0.120452937013447,0.523849964614296,0.113375796178344,0.0142958244869073,0.0709129511677282,0.000141542816702052,0.000141542816702052,0.00721868365180467,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052
AH20101213$34,0.000178094390026714,0.0803205699020481,0.000178094390026714,0.222796081923419,0.000178094390026714,0.000178094390026714,0.142653606411398,0.000178094390026714,0.000178094390026714,0.231700801424755,0.000178094390026714,0.000178094390026714,0.311843276936777,0.000178094390026714,0.00908281389136242
AH20101214$35,6.01865783930184e-05,0.273909118266627,6.01865783930184e-05,0.0963587120072224,6.01865783930184e-05,6.01865783930184e-05,6.01865783930184e-05,6.01865783930184e-05,6.01865783930184e-05,6.01865783930184e-05,0.28594643394523,6.01865783930184e-05,0.258862473668372,0.0843213963286187,6.01865783930184e-05
AH20101214$36,0.000134861766689144,0.276601483479434,0.000134861766689144,0.377747808496291,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.344032366824005,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.000134861766689144
AH20101214$37,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.0234067207415991,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.197219003476246,0.162456546929316,0.614368482039398,0.000231749710312862,0.000231749710312862
AH20101215$38,0.03103802672148,0.000205549845837616,0.000205549845837616,0.0104830421377184,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.257142857142857,0.411305241521069,0.000205549845837616,0.2879753340185,0.000205549845837616,0.000205549845837616
AH20101215$39,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.539784946236559,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.432258064516129,0.0021505376344086
AH20101216$40,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.0887417218543046,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.441942604856512,0.000441501103752759,0.132891832229581,0.000441501103752759,0.24326710816777,0.0887417218543046,0.000441501103752759,0.000441501103752759
AH20101216$41,0.00122699386503067,0.00122699386503067,0.185276073619632,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.430674846625767,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.369325153374233,0.00122699386503067
AH20101216$42,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.977235772357724,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626
AH20101217$43,0.000155884645362432,0.28074824629774,0.000155884645362432,0.000155884645362432,0.0703039750584567,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.00795011691348402,0.000155884645362432,0.272954014029618,0.000155884645362432,0.366484801247077,0.000155884645362432,0.000155884645362432
AH20101217$44,0.000231749710312862,0.150869061413673,0.000231749710312862,0.637543453070684,0.116106604866744,0.000231749710312862,0.000231749710312862,0.011819235225956,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.0813441483198146,0.000231749710312862,0.000231749710312862
AH20101219$45,0.00066006600660066,0.132673267326733,0.00066006600660066,0.00066006600660066,0.396699669966997,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.0336633663366337,0.00066006600660066,0.00066006600660066,0.42970297029703,0.00066006600660066,0.00066006600660066
AH20101224$46,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.046784715750233,0.000186393289841566,0.149301025163094,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.251817334575955,0.000186393289841566,0.55004659832246,0.000186393289841566,0.000186393289841566
AH20101225$47,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.194590025359256,0.236855452240068,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.279120879120879,0.000169061707523246,0.287573964497041,0.000169061707523246,0.000169061707523246
AH20101225$48,0.000176522506619594,0.000176522506619594,0.000176522506619594,0.000176522506619594,0.0443071491615181,0.000176522506619594,0.000176522506619594,0.000176522506619594,0.017828773168579,0.000176522506619594,0.918093556928508,0.000176522506619594,0.017828773168579,0.000176522506619594,0.000176522506619594
AH20101227$49,8.72219799389446e-05,8.72219799389446e-05,8.72219799389446e-05,8.72219799389446e-05,8.72219799389446e-05,8.72219799389446e-05,0.0436982119494112,8.72219799389446e-05,8.72219799389446e-05,0.178892280854775,0.174531181857828,0.0524204099433057,0.479808111644134,0.0524204099433057,0.0175316179677279
AH20101227$50,0.000280504908835905,0.210659186535764,0.000280504908835905,0.491164095371669,0.000280504908835905,0.000280504908835905,0.0423562412342216,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.182608695652174,0.000280504908835905,0.0704067321178121,0.000280504908835905,0.000280504908835905
AH20101228$51,0.00636306924516531,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.0687461010605115,0.000124766063630692,0.212227074235808,0.000124766063630692,0.000124766063630692,0.112414223331254,0.000124766063630692,0.0874610106051154,0.51166562694947,0.000124766063630692,0.000124766063630692
AH20101228$52,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.137564322469983,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.857975986277873,0.000343053173241852,0.000343053173241852
AH20101229$53,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,0.134517522803649,9.60153624579933e-05,9.60153624579933e-05,0.283341334613538,9.60153624579933e-05,0.172923667786846,9.60153624579933e-05,0.0817090734517523,0.273739798367739,9.60153624579933e-05,0.0529044647143543
AH20101229$54,0.000144613159797542,0.578597252349964,0.000144613159797542,0.0652205350686913,0.000144613159797542,0.000144613159797542,0.137527114967462,0.000144613159797542,0.000144613159797542,0.000144613159797542,0.000144613159797542,0.101373825018077,0.000144613159797542,0.000144613159797542,0.115835140997831
AH20101231$55,0.0215644820295983,0.296405919661734,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.592389006342495,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.0849894291754757,0.000422832980972516
AH20101231$56,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.166334440753045,0.000221483942414175,0.000221483942414175,0.620376522702104,0.000221483942414175,0.21063122923588,0.000221483942414175,0.000221483942414175
AH20101203$57,0.024113475177305,0.000472813238770686,0.0477541371158392,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.024113475177305,0.000472813238770686,0.000472813238770686,0.496926713947991,0.000472813238770686,0.402364066193853
AH20101204$58,4.9224710804824e-05,4.9224710804824e-05,4.9224710804824e-05,0.05173517105587,4.9224710804824e-05,0.551365985724834,4.9224710804824e-05,4.9224710804824e-05,4.9224710804824e-05,0.17479694806793,4.9224710804824e-05,4.9224710804824e-05,0.0295840511936992,4.9224710804824e-05,0.192025596849618
AH20101204$59,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.409746588693957,0.000389863547758285,0.000389863547758285,0.0393762183235867,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.546198830409357
AH20101205$60,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.0476868327402135,0.000237247924080664,0.225622775800712,0.0239620403321471,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.237485172004745,0.0476868327402135,0.415421115065243
AH20101206$61,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.676341948310139,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.219085487077535,0.000397614314115308,0.0202783300198807,0.0799204771371769
AH20101207$62,9.78952520802741e-05,9.78952520802741e-05,9.78952520802741e-05,0.0735193343122859,9.78952520802741e-05,9.78952520802741e-05,0.411257953989232,0.053940283896231,9.78952520802741e-05,9.78952520802741e-05,0.0245717082721488,9.78952520802741e-05,9.78952520802741e-05,9.78952520802741e-05,0.4357317670093
AH20101207$63,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.209960681520315,0.419659239842726,0.11821756225426,0.000262123197903014,0.000262123197903014,0.249279161205767,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014
AH20101207$64,0.000181323662737987,0.000181323662737987,0.317497733454216,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.0273798730734361,0.000181323662737987,0.652946509519492
AH20101207$65,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.171869639794168,0.823670668953688
AH20101208$66,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.0220302375809935,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.0652267818574514,0.000431965442764579,0.000431965442764579,0.0652267818574514,0.108423326133909,0.734773218142549
AH20101209$67,9.07852927825692e-05,9.07852927825692e-05,9.07852927825692e-05,9.07852927825692e-05,9.07852927825692e-05,9.07852927825692e-05,0.749069450748979,9.07852927825692e-05,9.07852927825692e-05,0.013708579210168,0.0409441670449387,0.0772582841579664,9.07852927825692e-05,0.118111665910123,9.07852927825692e-05
AH20101209$68,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.0147186147186147,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.981529581529581
AH20101212$69,0.0596073240679462,4.41208912420031e-05,4.41208912420031e-05,4.41208912420031e-05,4.41208912420031e-05,0.0772556805647474,4.41208912420031e-05,4.41208912420031e-05,0.00445621001544231,4.41208912420031e-05,0.0772556805647474,4.41208912420031e-05,0.269181557467461,0.176527685859254,0.335362894330466
AH20101215$70,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.0694386694386694,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.0902286902286902,0.000138600138600139,0.000138600138600139,0.00706860706860707,0.831739431739432
AH20101217$71,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.0638477801268499,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.930655391120507
AH20101218$72,0.0122035272653558,4.05432799513481e-05,4.05432799513481e-05,0.241273058990472,4.05432799513481e-05,0.182485303061018,0.227082911007501,4.05432799513481e-05,4.05432799513481e-05,0.0568011352118386,0.0405838232312994,4.05432799513481e-05,4.05432799513481e-05,4.05432799513481e-05,0.239245894992905
AH20101218$73,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.0417704011065007,0.000276625172890733,0.000276625172890733,0.816320885200553,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.124757952973721,0.000276625172890733,0.0141078838174274,0.000276625172890733
AH20101219$74,0.000135777325186694,0.000135777325186694,0.000135777325186694,0.00692464358452138,0.000135777325186694,0.129124236252546,0.421045485403938,0.0748133061778683,0.000135777325186694,0.0340801086218601,0.000135777325186694,0.129124236252546,0.000135777325186694,0.000135777325186694,0.203801765105227
AH20101220$75,6.59413122321134e-05,6.59413122321134e-05,0.00666007253544345,6.59413122321134e-05,6.59413122321134e-05,0.122057368941642,0.379228486646884,6.59413122321134e-05,6.59413122321134e-05,0.178107484338938,6.59413122321134e-05,6.59413122321134e-05,0.0528189910979228,6.59413122321134e-05,0.26053412462908
AH20101220$76,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.716909294512878,0.0226203807390817,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.112206047032475,0.000223964165733483,0.000223964165733483,0.145800671892497
AH20101220$77,0.000321027287319422,0.000321027287319422,0.000321027287319422,0.000321027287319422,0.000321027287319422,0.0324237560192616,0.0805778491171749,0.0324237560192616,0.000321027287319422,0.000321027287319422,0.0484751203852327,0.000321027287319422,0.000321027287319422,0.0645264847512038,0.73868378812199
AH20101221$78,0.000368324125230203,0.000368324125230203,0.129281767955801,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.700184162062615,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.166114180478821,0.000368324125230203
AH20101222$79,5.59753708368318e-05,0.019647355163728,5.59753708368318e-05,0.0812202630842429,5.59753708368318e-05,0.411474951021551,0.260341449762105,5.59753708368318e-05,5.59753708368318e-05,0.0868178001679261,5.59753708368318e-05,5.59753708368318e-05,5.59753708368318e-05,5.59753708368318e-05,0.139994402462916
AH20101222$80,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.996597812879708
AH20101224$81,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.208806488991889,0.000231749710312862,0.000231749710312862,0.208806488991889,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.579606025492468
AH20101225$82,0.0298687773380546,0.25135041310838,1.38859959730612e-05,0.0277858779420954,1.38859959730612e-05,0.200666527806707,0.211081024786503,1.38859959730612e-05,1.38859959730612e-05,0.0375060751232382,0.093744358814136,1.38859959730612e-05,1.38859959730612e-05,1.38859959730612e-05,0.147899743109074
AH20101226$83,0.0960972488803583,0.000127959053103007,0.0257197696737044,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.345617402431222,0.000127959053103007,0.000127959053103007,0.185668586052463,0.000127959053103007,0.204862444017914,0.000127959053103007,0.000127959053103007,0.140882917466411
AH20101227$84,0.000110314396028682,0.0442360728075014,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.143519029233315,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.126971869829013,0.000110314396028682,0.000110314396028682,0.0883618312189741,0.59580805295091
AH20101227$85,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.13485868102288,0.0137281292059219,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.107940780619112,0.740511440107672
AH20101228$86,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.0874221668742217,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.9093399750934
AH20101228$87,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.296336710833983,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.701636788776305
AH20101229$88,8.18665575112566e-05,0.22930822758903,8.18665575112566e-05,8.18665575112566e-05,8.18665575112566e-05,0.0164551780597626,0.515841178878428,0.0532951289398281,8.18665575112566e-05,0.0410151453131396,8.18665575112566e-05,8.18665575112566e-05,8.18665575112566e-05,8.18665575112566e-05,0.14334834220221
AH20101230$89,0.000114744693057946,0.000114744693057946,0.000114744693057946,0.0861732644865175,0.000114744693057946,0.000114744693057946,0.0746987951807229,0.000114744693057946,0.000114744693057946,0.000114744693057946,0.000114744693057946,0.00585197934595525,0.000114744693057946,0.000114744693057946,0.832013769363167
